First Name,Last Name,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,DOB
Miguel,Linares,,,,,,2,4,0,
Matt,Lindland,The Law,72,185,74,Southpaw,22,9,0,17/05/1970
Jake,Lindsey,The Librarian,71,155,,Switch,12,7,0,21/06/1986
John,Lineker,Hands of Stone,63,135,67,Orthodox,31,9,0,12/06/1990
Austin,Lingo,Lights Out,70,145,70,Orthodox,9,1,0,10/07/1994
Lucio,Linhares,,74,185,,Orthodox,19,8,0,08/12/1973
Philipe,Lins,Monstro,74,240,78,Orthodox,14,5,0,17/08/1985
Ariane,Lipski,Queen of Violence,66,125,67,Orthodox,14,7,0,26/01/1994
Dean,Lister,The Boogeyman,73,185,75,Orthodox,13,7,0,13/02/1976
Wesley,Little,,76,205,,,4,8,0,
Abner,Lloveras,Skullman,71,155,,,20,9,1,04/09/1982
Brian,Lo-A-Njoe,,67,155,,Orthodox,6,10,3,
John,Lober,The Machine,71,199,,Orthodox,5,9,4,26/02/1968
Artem,Lobov,The Russian Hammer,69,145,65,Southpaw,13,15,1,11/08/1986
Dylan,Lockard,,69,145,72,Orthodox,6,2,0,19/05/1992
Sean,Loeffler,The Destroyer,75,185,,Orthodox,31,5,0,23/05/1982
Christian,Lohsen,Hollywood,74,155,77,Southpaw,4,2,0,24/01/1995
David,Loiseau,The Crow,72,185,76,Orthodox,23,11,0,17/12/1979
Hector,Lombard,,69,185,71,Southpaw,34,10,1,02/02/1978
Michael,Lombardo,The Don,72,170,72,Orthodox,11,2,0,03/04/1990
Rocky,Long,,,145,,,21,37,1,18/02/1978
Thomas,Longacre,,69,145,,Orthodox,6,1,0,
Loma,Lookboonmee,,61,115,61,Orthodox,6,2,0,18/01/1996
Ange,Loosa,The Last Ninja,70,170,74,Orthodox,7,2,0,18/03/1993
Lucas,Lopes,,74,185,,,29,19,0,05/10/1979
Dileno,Lopes,,65,135,,,19,3,0,26/09/1984
Diego,Lopes,,71,145,72,Orthodox,19,4,0,30/12/1994
Ivan,Lopez,,66,135,,Southpaw,14,3,1,
Steve,Lopez,,71,155,,Orthodox,13,6,1,30/07/1984
Federico,Lopez,Kiko,64,139,,Orthodox,10,6,0,
Jorge,Lopez,,70,170,,Orthodox,11,5,0,21/11/1988
Christopher,Lopez,,70,170,,,9,1,0,30/01/1986
Matthew,Lopez,,67,135,69,Southpaw,10,4,0,21/01/1987
Benito,Lopez,Golden Boy,70,135,73,Switch,10,1,0,06/04/1994
Gustavo,Lopez,,65,135,67,Orthodox,12,6,1,27/06/1989
Brendan,Loughnane,,70,145,70,Switch,17,3,0,05/12/1989
Nate,Loughran,,74,185,,Orthodox,11,2,0,28/07/1980
Rashard,Lovelace,,,155,,,4,1,0,
Ian,Loveland,The Barn Owl,68,145,,Orthodox,18,10,0,07/09/1983
Jakob,Lovstad,The Striking Viking,75,205,,Orthodox,11,4,0,
Waylon,Lowe,,67,145,,Southpaw,16,7,0,31/10/1980
Brandon,Lowe,,,155,,,2,1,0,
Joe,Lowry,,71,155,73,Orthodox,9,2,0,12/12/1989
Robert,Lucarelli,,74,245,,,0,1,0,
Matt,Lucas,Luke Duke,73,205,,,15,3,0,
Cleber,Luciano,,66,155,,,14,6,0,
Duane,Ludwig,Bang,70,170,70,Orthodox,21,14,0,04/08/1978
Mike,Lullo,,68,145,,Orthodox,8,3,0,24/07/1979
Dalcha,Lungiambula,Champion,68,185,76,Orthodox,11,3,0,31/07/1987
Alexandru,Lungu,,72,385,,Orthodox,14,4,0,03/09/1974
Vicente,Luque,The Silent Assassin,71,170,75,Orthodox,21,7,1,27/11/1991
Thaddeus,Luster,,75,210,,,0,1,0,
Travis,Lutter,The Serial Killer,71,185,75,Orthodox,10,6,0,12/05/1973
Tucker,Lutz,Top Gun,68,155,72,Orthodox,12,1,0,12/07/1994
Lv,Zhenhong,,68,145,67,Switch,16,6,0,25/06/1993
Stevie,Lynch,,70,170,,Orthodox,5,2,0,
Adam,Lynn,,70,155,,Orthodox,17,10,0,
Chris,Lytle,Lights Out,71,170,68,Orthodox,31,18,5,18/08/1974
Dong Hyun,Ma,Maestro,71,155,70,Orthodox,16,11,3,09/09/1988
William,Macario,Patolino,71,170,75,Orthodox,9,3,0,01/07/1991
Jason,MacDonald,The Athlete,75,185,80,Orthodox,25,16,0,03/06/1975
Rob,MacDonald,Maximus,75,205,78,Orthodox,5,4,0,05/09/1978
Rory,MacDonald,Red King,72,170,76,Orthodox,19,4,0,22/07/1989
Ryan,MacDonald,Main Event,71,135,71,Switch,10,2,0,18/03/1993
Veronica,Macedo,,64,125,64,Southpaw,6,4,1,30/10/1995
Clayton,MacFarlane,,,170,,,4,1,0,
Ilima,Macfarlane,,64,125,,,6,0,0,
Valesca,Machado,Tina Black,64,115,63,Orthodox,8,3,0,06/05/1996
Lyoto,Machida,The Dragon,73,185,74,Southpaw,24,8,0,30/05/1978
War,Machine,,71,170,,Orthodox,14,5,0,30/11/1981
Anthony,Macias,Mad Dog,69,185,,Switch,26,18,0,
Pauline,Macias,PITA,64,115,64,Southpaw,4,1,0,27/06/1988
Reza,Madadi,Mad Dog,71,155,73,Orthodox,14,6,0,20/06/1978
Don,Madge,Magic Man,72,155,72,Southpaw,9,3,1,12/11/1990
Ryan,Madigan,,72,170,,Orthodox,5,3,0,
Jon,Madsen,,72,240,72,Orthodox,8,2,0,12/02/1980
Mark,Madsen,The Olympian,68,155,72,Orthodox,11,0,0,23/09/1984
Yoshiro,Maeda,,67,139,68,Southpaw,35,16,5,31/10/1981
Leonardo,Mafra,Macarrao,70,155,70,Orthodox,13,4,0,25/04/1989
Vinny,Magalhaes,Pezao,75,205,75,Orthodox,14,9,0,02/07/1984
Vinicius,Magalhaes,Draculinho,,145,,,2,1,0,30/07/1971
Caio,Magalhaes,Hellboy,73,185,73,Orthodox,10,3,0,14/12/1987
Bernardo,Magalhaes,Trekko,69,155,,Orthodox,13,4,0,08/04/1981
Eric,Magana,,,,,,1,1,0,
Brandon,Magana,,,170,,Orthodox,6,2,0,
Angela,Magana,Your Majesty,61,115,65,Orthodox,11,9,0,02/08/1983
Neil,Magny,The Haitian Sensation,75,170,80,Orthodox,25,9,0,03/08/1987
Ibragim,Magomedov,,72,250,,Orthodox,22,8,1,
Rashid,Magomedov,Highlander,69,155,70,Orthodox,20,2,0,29/11/1984
Ruslan,Magomedov,Leopard,75,242,78,Orthodox,14,1,0,26/11/1986
Abus,Magomedov,,74,185,,,24,4,1,02/09/1990
Zabit,Magomedsharipov,,73,145,73,Orthodox,18,1,0,01/03/1991
John,Maguire,The One,69,155,69,Southpaw,24,9,0,19/05/1983
Lolohea,Mahe,,,,,,10,4,1,
Michelle,Maher,,,145,,,1,2,0,
,Maheshate,,72,155,,Orthodox,5,1,0,12/01/1999
Bill,Mahood,The Butcher,75,200,,Orthodox,20,7,1,01/02/1967
Klayton,Mai,,69,125,,,8,3,0,30/11/1986
Demian,Maia,,73,170,72,Southpaw,28,11,0,06/11/1977
Jennifer,Maia,,64,125,64,Orthodox,19,7,1,06/10/1988
Levan,Makashvili,The Hornet,68,145,68,Orthodox,15,2,1,07/01/1989
John,Makdessi,The Bull,68,155,68,Orthodox,18,7,0,03/05/1985
Islam,Makhachev,,70,155,70,Southpaw,20,1,0,27/10/1991
Aliev,Makhmud,,66,195,,Southpaw,0,1,0,13/02/1970
Zach,Makovsky,Fun Size,64,125,64,Southpaw,20,8,0,19/04/1983
Jeremy,Malaterre,,71,155,,,4,2,0,
Fabio,Maldonado,Caipira de Aco,73,205,75,Orthodox,23,11,0,17/03/1980
Marvin,Maldonado,The Bulldog,66,135,,,2,4,0,
Bea,Malecki,,69,135,74,Orthodox,4,1,0,23/08/1991
Nazareno,Malegarie,El Tigre,68,155,,,28,4,0,16/05/1986
Carl,Malenko,,71,200,,Orthodox,6,4,0,
Jacob,Malkoun,Mamba,69,185,73,Orthodox,5,1,0,26/08/1995
Mike,Malott,Proper,73,170,73,Orthodox,7,1,1,07/11/1991
Troy,Mandaloniz,Rude Boy,69,170,,Orthodox,3,2,0,01/02/1980
Nate,Maness,Mayhem,70,135,72,Orthodox,14,1,0,27/06/1991
Michael,Mangan,,,155,,,0,3,0,
Gary,Mangat,,67,135,,,15,3,0,
Melvin,Manhoef,No Mercy,69,185,,Orthodox,30,14,1,11/05/1976
Melchor,Manibusan,Barracuda,65,154,,Southpaw,2,4,0,27/12/1976
Jon,Manley,,73,170,,Orthodox,9,4,0,07/07/1986
Steve,Mann,,73,170,,,12,5,0,
Chris,Manuel,,69,135,,Orthodox,9,7,2,21/07/1987
Jimi,Manuwa,Poster Boy,73,205,79,Orthodox,17,6,0,18/02/1980
Cristiano,Marcello,,69,155,72,Orthodox,13,6,0,03/12/1977
Jose,Maria,No Chance,65,125,,Orthodox,37,7,0,04/01/1982
Marcos,Mariano,Dhalsim,73,155,76,Switch,6,6,0,12/10/1986
Enrique,Marin,Wasabi,70,170,,,10,4,0,02/09/1986
Ronny,Markes,,73,185,75,Orthodox,17,5,0,21/04/1988
Rory,Markham,,72,170,71,Orthodox,17,6,0,25/03/1982
Randa,Markos,Quiet Storm,64,115,63,Orthodox,11,12,1,10/08/1985
Christina,Marks,,67,125,69,Orthodox,8,9,0,08/11/1985
Nate,Marquardt,The Great,72,185,74,Orthodox,35,19,2,20/04/1979
Danilo,Marques,,78,205,77,Orthodox,11,3,0,26/12/1985
Julian,Marquez,The Cuban Missile Crisis,74,185,72,Orthodox,9,2,0,08/05/1990
Carmelo,Marrero,The Fury,72,205,73,Orthodox,16,6,0,26/01/1981
Cesar,Marscucci,,,,,,3,2,0,
John,Marsh,,72,265,,Orthodox,8,7,0,15/09/1970
CJ,Marsh,,,,,,5,7,0,
Eliot,Marshall,Fire,74,205,77,Orthodox,10,4,0,07/07/1980
Doug,Marshall,The Rhino,70,205,,Orthodox,18,8,0,09/09/1975
David,Marshall,,74,170,,,8,4,0,24/08/1984
Jack,Marshman,The Hammer,72,185,73,Orthodox,23,10,0,19/12/1989
Terry,Martin,,68,185,71,Orthodox,23,11,0,10/10/1980
Eric,Martin,,,,,,0,1,0,
Justin,Martin,,72,185,,,4,3,0,
Dave,Martin,,72,205,,,0,2,0,
Joe,Martin,,69,170,,,6,8,0,
Anthony Rocco,Martin,,72,170,73,Orthodox,17,6,0,11/12/1989
Mallory,Martin,,64,115,63,Orthodox,7,4,0,29/01/1994
Michal,Martinek,,74,230,,Southpaw,7,1,0,19/04/1990
Rainy,Martinez,,72,199,,Orthodox,0,2,0,
Danny,Martinez,The Gremlin,66,125,67,Orthodox,21,8,0,14/06/1985
Alonzo,Martinez,Zo Diddy,70,155,,,42,20,1,22/04/1984
Henry,Martinez,Sicario,67,155,69,Southpaw,9,4,0,07/08/1983
Jonathan,Martinez,Dragon,68,135,70,Southpaw,14,4,0,20/04/1994
Poppies,Martinez,The Tachi Kid,69,145,,,29,11,0,19/08/1983
Andrew,Martinez,Mickey D,69,215,,,9,6,0,
Mana,Martinez,ManaBoi,70,135,70,Orthodox,9,2,0,25/03/1996
Victor,Martinez,The Brick,68,155,70,Orthodox,13,4,0,17/07/1991
Roque,Martinez,,70,250,72,Orthodox,15,8,2,04/03/1986
Wagner da Conceicao,Martins,Zuluzinho,79,390,,Orthodox,9,8,0,19/05/1978
Adriano,Martins,,70,155,72,Southpaw,28,9,0,16/12/1982
Lucas,Martins,Mineiro,72,145,72,Southpaw,19,3,0,11/11/1988
Max,Martyniouk,Payne,,155,,,1,1,0,
Bristol,Marunde,,73,170,75,Orthodox,16,10,0,20/04/1982
Shoji,Maruyama,,67,139,,Orthodox,12,9,1,24/04/1983
Mike,Massenzio,The Master of Disaster,74,185,73,Southpaw,13,9,0,01/11/1982
Jameel,Massouh,,70,145,72,Orthodox,26,9,0,12/09/1984
Tiffany,Masters,Rainbow Renegade,63,115,65,Orthodox,2,1,0,31/07/1994
Jorge,Masvidal,Gamebred,71,170,74,Orthodox,35,15,0,12/11/1984
Al,Matavao,Sweetness,68,205,67,Orthodox,8,3,0,23/02/1994
Tateki,Matsuda,Tech,67,125,,Orthodox,13,8,0,27/02/1986
Daijiro,Matsui,,69,200,,Orthodox,13,29,7,05/12/1972
Koichiro,Matsumoto,,67,145,,,15,3,1,07/03/1986
Naoki,Matsushita,,66,155,,Orthodox,12,16,11,
AJ,Matthews,,71,185,,,8,7,0,
Jake,Matthews,The Celtic Kid,71,170,73,Orthodox,17,5,0,19/08/1994
Claudio,Mattos,Popeye,,185,,Orthodox,5,4,0,
John,Matua,,74,400,,Orthodox,1,4,0,
Francesco,Maturi,,,,,,0,1,0,
Vladimir,Matyushenko,The Janitor,72,205,74,Orthodox,27,8,0,04/01/1971
Miranda,Maverick,Fear The,63,125,65,Southpaw,11,3,0,01/07/1997
Nick,Maximov,,72,185,76,Southpaw,7,0,0,23/12/1997
Elaina,Maxwell,Beef,68,145,,Orthodox,7,4,0,16/12/1978
Jeremy,May,,73,185,,,13,10,0,23/10/1986
Jack,May,The Outlaw,80,255,,Switch,9,3,0,14/04/1981
Don'Tale,Mayes,Lord Kong,78,260,81,Orthodox,8,4,0,16/01/1992
Gray,Maynard,,69,155,70,Orthodox,13,7,1,09/05/1979
Brooke,Mayo,The Bully,67,125,,,0,1,0,
Gina,Mazany,Danger,66,125,68,Southpaw,7,5,0,19/08/1988
Sabina,Mazo,Colombian Queen,67,125,70,Orthodox,9,3,0,25/03/1997
Scott,McAfee,,68,155,,Orthodox,14,7,0,23/08/1983
Bobby,McAndrews,,,,,Orthodox,1,3,0,
Michael,McBride,,73,155,,Orthodox,8,3,0,09/03/1986
Ian,McCall,Uncle Creepy,65,125,64,Orthodox,13,5,1,07/05/1984
Molly,McCann,Meatball,64,125,62,Orthodox,11,4,0,04/05/1990
Charles,McCarthy,Chainsaw,70,185,71,Orthodox,10,5,0,06/08/1980
Sean,McCorkle,,79,265,81,Orthodox,17,7,0,17/07/1976
Kris,McCray,Savage,72,170,76,Orthodox,8,5,0,24/09/1981
Tamdan,McCrory,The Barncat,76,185,76,Switch,14,5,0,05/11/1986
Rob,McCullough,Razor,69,155,69,Orthodox,19,8,0,26/05/1977
Justin,McCully,The Insane One,73,225,73,Orthodox,11,5,2,18/02/1976
Robert,McDaniel,Bubba,75,185,75,Southpaw,28,10,0,03/05/1983
Michael,McDonald,The Black Sniper,71,205,,Orthodox,1,1,0,06/02/1965
Scott,McDonald,,,,,,1,0,0,
Michael,McDonald,Mayday,69,135,70,Orthodox,17,4,0,15/01/1991
Josh,McDonald,,,185,,,9,5,0,
Miles,McDonald,,67,115,,,2,1,0,13/08/1991
Justin,McElfresh,,78,205,,Orthodox,6,4,0,04/01/1980
Drew,McFedries,The Massacre,72,185,72,Southpaw,12,7,0,27/07/1978
Liam,McGeary,,78,205,,,12,2,0,04/10/1982
Gan,McGee,The Giant,82,265,,Orthodox,13,5,0,20/11/1976
Court,McGee,The Crusher,71,170,75,Orthodox,21,10,0,12/12/1984
Ryan,McGillivray,The Kid,71,170,,,12,0,1,27/09/1986
Ryan,McGivern,,72,185,,Orthodox,13,7,0,17/01/1980
Jack,McGlaughlin,,,,,Orthodox,1,4,0,
Conor,McGregor,The Notorious,69,155,74,Southpaw,22,6,0,14/07/1988
Greg,McIntyre,,70,155,,Orthodox,6,4,0,21/04/1980
Antonio,McKee,Mandingo,68,155,,Southpaw,29,6,2,12/03/1970
AJ,McKee,Mercenary,70,145,,,8,0,0,
Rhys,McKee,Skeletor,74,170,78,Orthodox,10,4,1,10/09/1995
Cory,McKenna,The Hobbit,63,115,58,Orthodox,6,1,0,07/11/1999
Tim,McKenzie,,72,185,74,Orthodox,14,9,0,21/07/1982
Cody,McKenzie,,72,155,72,Switch,16,10,0,16/12/1987
Terrance,McKinney,T. Wrecks,70,155,73,Switch,11,3,0,15/09/1994
Brian,McLaughlin,,69,155,,,6,2,0,12/05/1984
Jason,McLean,,65,145,,,6,7,0,
Garreth,McLellan,Soldier Boy,73,185,72,Southpaw,13,6,0,01/09/1982
Sara,McMann,,66,135,66,Orthodox,12,6,0,24/09/1980
James,McSweeney,The Hammer,76,230,77,Switch,15,15,0,24/10/1980
Charles,McTorry,,,,,,3,0,0,
Daniel,McWilliams,The Animal,73,185,,,15,37,0,
Tim,Means,The Dirty Bird,74,170,75,Orthodox,32,12,1,20/02/1984
Yancy,Medeiros,,70,155,75,Orthodox,15,8,0,07/09/1987
Anistavio,Medeiros,Gasparzinho,66,145,,Orthodox,19,10,0,01/05/1988
Kaline,Medeiros,The Dark Angel,63,115,,,8,5,0,
Uros,Medic,The Doctor,73,155,71,Southpaw,7,1,0,25/04/1993
Todd,Medina,El Tiburon,70,193,,Southpaw,11,9,0,
Jason,Medina,,69,180,,,21,15,1,
Emil,Meek,Valhalla,71,170,74,Switch,9,5,1,20/08/1988
Sanford Alton,Meeks,,77,265,75,Orthodox,1,1,0,05/04/1994
Gerald,Meerschaert,GM3,73,185,77,Southpaw,33,14,0,18/12/1987
Frank,Megallon,,70,185,,Southpaw,2,3,0,
Derrick,Mehmen,Caveman,76,205,,,19,9,0,30/05/1985
Miika,Mehmet,,,205,,Orthodox,3,5,0,
Jordan,Mein,Young Gun,72,170,73,Orthodox,31,12,0,10/10/1989
Bryce,Mejia,,73,170,,,3,1,0,
Brian,Melancon,,68,170,,Orthodox,7,3,0,28/05/1982
Brandon,Melendez,The Murderer,71,155,,Southpaw,25,25,0,24/03/1983
Gilbert,Melendez,El Nino,69,145,73,Orthodox,22,8,0,12/04/1982
Marcelo,Mello,,67,170,,Southpaw,1,0,0,
Fabio,Mello,,65,155,,Southpaw,11,8,0,
Vanessa,Melo,,65,135,65,Orthodox,11,8,0,27/03/1988
Antonio,Mendes,Samurai,75,205,77,Southpaw,18,13,0,19/04/1981
Chad,Mendes,Money,66,145,66,Orthodox,18,5,0,01/05/1985
Augusto,Mendes,Tanquinho,66,135,65,Orthodox,6,2,0,03/03/1983
Eddie,Mendez,,70,185,,,8,3,1,16/01/1984
Luis,Mendoza,,,155,,,0,1,0,
Pietro,Menga,,67,125,68,Southpaw,13,0,0,15/02/1988
Alonzo,Menifield,Atomic,72,205,76,Orthodox,11,2,0,18/10/1987
Ivan,Menjivar,The Pride of El Salvador,66,145,64,Orthodox,25,12,0,30/05/1982
Dave,Menne,The Warrior,70,170,,Orthodox,45,17,2,29/07/1974
Steve,Mensing,The Machine,71,185,,Orthodox,9,13,2,06/12/1977
Buck,Meredith,,74,185,,,3,3,0,17/05/1982
Adam,Meredith,,74,170,,,5,3,0,
Joe,Merritt,,72,170,,Orthodox,7,2,0,07/03/1984
Jeremiah,Metcalf,,73,185,,Orthodox,13,7,0,
Jonathan,Meunier,District,75,170,,Switch,8,1,0,04/08/1987
Yaotzin,Meza,,69,145,71,Orthodox,21,11,0,04/02/1981
Guy,Mezger,,73,200,,Orthodox,30,14,2,01/01/1968
Brandon,Michaels,,69,185,,,4,14,0,
Andreas,Michailidis,The Spartan,72,185,76,Orthodox,13,4,0,18/07/1988
David,Michaud,BullDawg,69,155,,Orthodox,11,3,0,10/11/1988
Chris,Mickle,,69,145,,Orthodox,30,21,2,10/07/1983
Zachary,Micklewright,,72,155,74,Southpaw,15,3,0,21/08/1976
Kristof,Midoux,The Hurricane,73,220,,Orthodox,6,10,0,30/07/1974
Keith,Mielke,,68,185,,,0,5,0,
Chris,Mierzwiak,,73,185,,,5,3,0,14/02/1988
Gabriel,Miglioli,Biel,68,170,,,9,9,0,
Bojan,Mihajlovic,,71,205,73,Orthodox,10,6,0,30/03/1980
Billy,Miles,The Kid,70,170,,Orthodox,2,2,0,28/04/1978
Pat,Miletich,The Croatian Sensation,70,170,,Orthodox,29,7,2,09/03/1968
Curtis,Millender,Curtious,74,170,76,Orthodox,17,5,0,01/12/1987
Phillip,Miller,,71,185,,Orthodox,16,0,0,20/02/1979
Jason,Miller,Mayhem,73,185,,Orthodox,23,10,0,24/12/1980
Dan,Miller,,73,185,74,Orthodox,14,8,0,30/06/1981
Jim,Miller,A-10,68,155,71,Southpaw,33,16,0,30/08/1983
Cole,Miller,Magrinho,73,145,73,Orthodox,21,11,0,26/04/1984
Henry,Miller,Sentoryu,67,270,,Southpaw,6,16,0,16/07/1969
Micah,Miller,Maverick,72,145,,Orthodox,20,8,0,14/02/1987
Aaron,Miller,Blood Spiller,69,145,,,14,10,0,
Mo,Miller,Moshow,68,135,72,Orthodox,6,0,0,10/08/1992
Eddy,Millis,,73,185,,,0,2,0,
Che,Mills,Beautiful,73,170,76,Orthodox,16,10,0,29/09/1982
Adam,Milstead,The Prototype,75,205,76,Orthodox,8,4,0,03/07/1987
Alberto,Mina,Soldier of God,72,170,77,Orthodox,13,1,0,02/05/1982
Vitaly,Minakov,,74,249,,,20,0,0,06/02/1985
Darrick,Minner,,67,145,69,Orthodox,26,12,0,28/04/1990
Mike,Minniger,,,,,,0,0,0,
Ikuhisa,Minowa,Minowaman,69,181,,Orthodox,60,42,8,12/01/1976
Carlton,Minus,Clutch,70,170,75,Orthodox,10,3,0,26/04/1993
Stipe,Miocic,,76,240,80,Orthodox,20,4,0,19/08/1982
Frank,Mir,,75,264,79,Southpaw,18,11,0,24/05/1979
Juan,Miranda,,,155,,,7,5,0,
Mario,Miranda,,75,185,74,Orthodox,14,7,0,12/07/1979
Vitor,Miranda,Lex Luthor,73,185,77,Orthodox,12,5,0,10/03/1979
Damir,Mirenic,Wolf,72,185,,Orthodox,9,4,0,02/08/1974
Kazuo,Misaki,Hitman,68,183,,Orthodox,25,11,2,25/04/1976
Toby,Misech,2 Quick,68,145,,Southpaw,9,5,0,07/03/1988
Dokonjonosuke,Mishima,,67,155,,Southpaw,21,7,2,19/04/1972
Felix Lee,Mitchell,,,,,Orthodox,2,7,0,
David,Mitchell,Daudi,72,170,75,Orthodox,22,7,0,24/10/1979
Danny,Mitchell,The Cheesecake Assassin,74,170,,Orthodox,19,9,1,08/08/1986
Brad,Mitchell,,71,145,,,4,2,0,10/10/1974
Clay,Mitchell,,74,185,,,1,2,0,
Bryce,Mitchell,Thug Nasty,70,145,70,Southpaw,14,1,0,04/10/1994
Maurice,Mitchell,The AK Kid,69,145,,Orthodox,11,2,0,29/06/1987
Roman,Mitichyan,,70,170,,Orthodox,8,3,0,04/09/1978
Matt,Mitrione,,75,265,82,Switch,12,5,0,15/07/1978
Eiji,Mitsuoka,,67,145,,Southpaw,18,9,2,01/01/1976
Hiromitsu,Miura,,69,170,71,Orthodox,12,7,0,22/09/1981
Jonathan,Mix,,72,168,,,7,4,0,09/11/1980
Tomoya,Miyashita,,67,139,,Southpaw,17,9,7,
Kazuyuki,Miyata,,68,139,,Orthodox,15,9,0,
Motoki,Miyazawa,,71,168,,Southpaw,7,3,0,
Takeya,Mizugaki,,67,135,69,Orthodox,21,11,2,16/12/1983
Tatsuya,Mizuno,,73,205,,Southpaw,16,12,1,02/06/1981
Roxanne,Modafferi,The Happy Warrior,67,125,69,Orthodox,25,20,0,24/09/1982
Bobby,Moffett,The Wolfman,70,145,73,Orthodox,13,5,0,01/06/1990
Bronson,Mohika,,,135,,,1,1,0,
Nate,Mohr,,69,155,72,Orthodox,9,7,0,03/03/1983
Renato,Moicano,,71,155,72,Orthodox,15,4,1,21/05/1989
Thiago,Moises,,69,155,70,Orthodox,15,5,0,23/03/1995
Ashkan,Mokhtarian,The Assassin,66,125,67,Southpaw,13,3,0,15/09/1985
Suman,Mokhtarian,,68,145,72,Orthodox,8,5,0,13/06/1992
Dan,Molina,,70,216,,,13,9,0,14/06/1984
Jeff,Molina,El Jefe,66,125,69,Orthodox,10,2,0,17/07/1997
Rudyard,Moncayo,,70,195,,Orthodox,0,3,0,
Hidetaka,Monma,,72,168,,Orthodox,18,11,4,23/10/1973
Jeff,Monson,The Snowman,69,247,74,Orthodox,60,26,1,18/01/1971
Darrell,Montague,Mongoose,66,125,67,Southpaw,13,5,0,03/11/1987
Andrew,Montanez,,,185,,,9,12,1,
Augusto,Montano,Dodger,73,170,73,Orthodox,15,3,0,25/10/1984
Erick,Montano,Perry,72,170,73,Orthodox,7,5,0,19/11/1985
Nicco,Montano,,65,135,65,Southpaw,5,3,0,16/12/1988
Alberto,Montes,The Promise,67,135,,,4,0,0,31/05/1994
Steve,Montgomery,The Creepy Weasel,76,185,,Southpaw,9,5,0,19/12/1990
James,Moontasri,Moon Walker,70,170,71,Switch,9,5,0,10/04/1988
Homer,Moore,The Rock,70,205,,Orthodox,26,9,2,27/11/1971
Todd,Moore,,69,170,71,Southpaw,16,7,0,30/12/1983
Nate,Moore,,72,170,,,8,4,0,
Dustin,Moore,,64,125,,,0,2,0,
Taylor,Moore,,70,135,70,Southpaw,10,5,0,16/10/1993
Sergio,Moraes,The Panther,72,170,72,Orthodox,14,6,1,23/07/1982
Marlon,Moraes,Magic,66,135,67,Orthodox,23,9,1,26/04/1988
Sheymon,Moraes,,68,145,72,Orthodox,11,4,0,11/10/1990
John,Moraga,,66,125,66,Orthodox,19,7,0,20/03/1984
Ricardo,Morais,The Mutant,80,270,,Orthodox,10,4,1,26/02/1967
Leonardo,Morales,Chimy,68,135,,Southpaw,6,2,0,22/12/1992
Albert,Morales,The Warrior,69,135,72,Orthodox,7,4,1,25/05/1991
Joseph,Morales,,66,125,69,Switch,9,2,0,22/08/1994
Vince,Morales,Vandetta,67,135,70,Orthodox,10,5,0,12/11/1990
Omar,Morales,Venezuelan Fighter,71,145,73,Orthodox,11,2,0,17/10/1985
Michael,Morales,,72,170,79,Orthodox,12,0,0,24/06/1999
Sarah,Moras,Cheesecake,67,135,67,Orthodox,6,8,0,30/04/1988
Christian,Morecraft,,78,260,81,Orthodox,8,3,0,08/09/1986
Joe,Moreira,,71,195,,Southpaw,2,2,0,
Richardson,Moreira,Rick Monstro,74,185,,Orthodox,7,4,0,31/03/1984
Gisele,Moreira,,66,135,,Orthodox,8,3,0,14/01/1981
Vinicius,Moreira,Mamute,76,205,76,Orthodox,9,5,0,28/02/1989
Jesse,Moreng,Arturo,67,145,,Orthodox,9,1,0,09/11/1979
Brandon,Moreno,The Assassin Baby,67,125,70,Orthodox,19,5,2,07/12/1993
Mike,Moreno,El Palo Duro,72,185,,,6,5,0,
Dan,Moret,The Hitman,72,155,73,Southpaw,13,6,0,21/11/1986
Sammy,Morgan,The Squeeze,70,170,,Orthodox,18,12,0,28/09/1981
Peggy,Morgan,The Daywalker,73,135,,,4,4,0,16/12/1979
Alex,Morono,The Great White,71,170,72,Orthodox,20,7,0,16/08/1990
Maryna,Moroz,Iron Lady,67,125,67,Orthodox,10,3,0,08/09/1991
Sergey,Morozov,,66,135,67,Orthodox,17,4,0,14/06/1989
Brad,Morris,,74,205,,Orthodox,10,6,0,01/11/1979
Scott,Morris,,70,210,,Orthodox,2,1,0,
Anthony,Morrison,Cheesesteak,67,145,,Orthodox,20,12,0,29/03/1984
Jack,Morrison,,71,205,,,0,3,0,
Harry,Moskowitz,Dirty,77,275,,Orthodox,6,12,0,
Juan,Mott,,72,190,,Switch,3,4,0,
Nikolas,Motta,Iron,69,155,70,Orthodox,12,3,0,08/02/1993
Flavio Luiz,Moura,,71,183,,Open Stance,19,7,0,
Gegard,Mousasi,,74,185,76,Orthodox,42,6,2,01/08/1985
Kris,Moutinho,,67,135,68,Southpaw,9,5,0,09/08/1992
Kin,Moy,Kong,65,135,,,8,3,0,
Jamie,Moyle,,61,115,65,Orthodox,4,3,0,17/03/1989
Askar,Mozharov,No Mercy,75,205,,,21,8,0,26/10/1994
Garrett,Mueller,,69,135,,,3,3,0,29/01/1989
Lauren,Mueller,Princess Tiger,65,125,67,Orthodox,5,3,0,15/11/1991
Belal,Muhammad,Remember the Name,71,170,72,Orthodox,19,3,0,09/07/1988
Fazlo,Mulabitinovic,,,135,,,4,2,0,
