First Name,Last Name,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,DOB
Zviad,Lazishvili,,167.64000000000001,61.23,175.26,Orthodox,13,1,0,1991-10-25
Mounir,Lazzez,The Sniper,185.42000000000002,77.11,193.04,Orthodox,10,2,0,1987-11-16
Cung,Le,,175.26,83.91,177.8,Southpaw,9,3,0,1972-05-25
Thanh,Le,,175.26,65.77,187.96,Orthodox,6,1,0,1985-08-28
Jordan,Leavitt,The Monkey King,175.26,70.31,180.34,Southpaw,8,1,0,1995-06-02
Jerome,LeBanner,,190.5,120.2,,Southpaw,3,2,0,1972-12-26
Chris,Leben,The Crippler,180.34,83.91,185.42000000000002,Southpaw,22,11,0,1980-07-21
Mickael,Lebout,Ragnar,180.34,70.31,185.42000000000002,Orthodox,16,7,1,1987-08-16
Stephen,Ledbetter,,175.26,65.77,,Orthodox,8,3,0,1982-06-30
Justin,Ledet,El Blanco,193.04,92.99,203.2,Orthodox,9,4,0,1988-09-28
James,Lee,,180.34,92.99,,Southpaw,15,3,0,1973-09-22
David,Lee,,177.8,70.31,,Orthodox,12,10,0,
Jackie,Lee,,,,,,0,1,0,
Eun Soo,Lee,,185.42000000000002,97.52,,Orthodox,17,4,0,1982-03-07
Tae Hyun,Lee,,198.12,133.81,,Orthodox,1,2,0,1975-01-17
Tommy,Lee,,170.18,65.77,,Orthodox,25,6,0,1977-01-20
Matt,Lee,,180.34,70.31,,Orthodox,14,10,1,
Imani,Lee,,,,,Orthodox,2,4,0,
Vaughan,Lee,,167.64000000000001,56.7,167.64000000000001,Orthodox,14,13,1,1982-10-15
Kevin,Lee,The Motown Phenom,175.26,77.11,195.58,Orthodox,18,7,0,1992-09-04
Rocky,Lee,,175.26,65.77,,Orthodox,3,2,0,1987-04-08
Andrea,Lee,KGB,167.64000000000001,56.7,175.26,Orthodox,12,5,0,1989-02-11
Ricky,Legere Jr.,IE Bad Boy,172.72,77.11,,,14,4,0,
Sherron,Leggett,Rob Roy,172.72,70.31,,Southpaw,21,6,0,1978-10-27
Cheyden,Leialoha,Steadfast,172.72,61.23,185.42000000000002,Orthodox,6,0,0,1994-03-15
Thales,Leites,,185.42000000000002,83.91,198.12,Orthodox,28,9,0,1981-09-06
Stefan,Leko,Blitz,187.96,97.52,,Orthodox,0,3,0,1974-06-03
Gabe,Lemley,,172.72,70.31,,Orthodox,13,9,0,
Amanda,Lemos,,162.56,52.16,165.1,Southpaw,10,1,1,1987-05-22
Giacomo,Lemos,,190.5,112.04,190.5,Orthodox,6,0,0,1989-06-23
Christophe,Leninger,,182.88,90.72,,Southpaw,3,4,0,
Jesse,Lennox,The Ox,175.26,77.11,182.88,Orthodox,14,4,0,1982-03-10
Jean Francois,Lenogue,,182.88,83.91,,Orthodox,16,17,3,1972-11-29
Nik,Lentz,The Carny,172.72,65.77,172.72,Orthodox,30,12,2,1984-08-13
Alberta Cerra,Leon,,172.72,107.95,,,0,1,0,
Victoria,Leonardo,Fury,165.1,56.7,162.56,Orthodox,8,5,0,1990-02-16
Anthony,Leone,,167.64000000000001,61.23,,Orthodox,15,8,0,1987-05-27
Chad,Leonhardt,The Boss,182.88,77.11,,,9,4,0,1980-02-19
Kimo,Leopoldo,,190.5,106.59,,Orthodox,10,7,1,1968-01-05
Michael,Lerma,,,,,,0,1,0,
Lukasz,Les,,,77.11,,,8,3,0,1981-11-05
Brock,Lesnar,,190.5,120.2,205.74,Orthodox,5,3,0,1977-07-12
Frank,Lester,,180.34,77.11,,Orthodox,11,6,0,1984-06-10
Valerie,Letourneau,Trouble,170.18,52.16,172.72,Orthodox,8,6,0,1983-04-29
Leah,Letson,Nidas,170.18,65.77,180.34,,5,2,0,1992-08-21
Justin,Levens,The Executioner,180.34,83.91,,Orthodox,10,7,0,1980-04-18
Marcus,LeVesseur,The Prospect,175.26,70.31,177.8,Southpaw,22,7,0,1982-07-17
David,Levicki,,195.58,124.74,,,1,3,0,
Kyle,Levinton,,,,,,0,3,0,
Natan,Levy,,175.26,70.31,180.34,Southpaw,6,0,0,1991-09-30
John,Lewis,,182.88,70.31,,Southpaw,3,4,3,
Derrick,Lewis,The Black Beast,190.5,117.93,200.66,Orthodox,25,8,0,1985-02-07
Bevon,Lewis,,190.5,83.91,200.66,Orthodox,7,3,0,1991-05-05
Brandon,Lewis,,162.56,61.23,165.1,Orthodox,5,1,0,1997-08-02
Chi,Lewis-Parry,Chopper,205.74,110.22,,,7,0,1,1983-08-10
Li,Jingliang,The Leech,182.88,77.11,180.34,Orthodox,18,6,0,1988-03-20
Jess,Liaudin,The Joker,175.26,77.11,182.88,Orthodox,20,11,0,
Chuck,Liddell,The Iceman,187.96,92.99,193.04,Orthodox,21,8,0,1969-12-17
Sam,Liera,,,,,,12,10,0,
Zach,Light,,172.72,77.11,,Orthodox,9,11,0,1974-02-06
Scott,Lighty,,187.96,92.99,,,6,2,0,1978-10-15
Chris,Liguori,,175.26,83.91,,Orthodox,15,10,0,
Donnie,Liles,,175.26,77.11,,Orthodox,17,7,0,
Jae Suk,Lim,,175.26,77.11,,Orthodox,17,6,0,1979-11-09
Hyun Gyu,Lim,The Ace,190.5,77.11,195.58,Orthodox,13,7,1,1985-01-16
Juliana,Lima,Ju Thai,165.1,52.16,165.1,Orthodox,9,5,0,1982-03-15
Dhiego,Lima,,187.96,77.11,190.5,Orthodox,17,9,0,1989-01-31
Douglas,Lima,The Phenom,185.42000000000002,77.11,,,29,6,0,1988-01-05
Mabelly,Lima,,157.48,61.23,,Orthodox,7,1,0,1994-01-25
Miguel,Linares,,,,,,2,4,0,
Matt,Lindland,The Law,182.88,83.91,187.96,Southpaw,22,9,0,1970-05-17
Jake,Lindsey,The Librarian,180.34,70.31,,Switch,12,7,0,1986-06-21
John,Lineker,Hands of Stone,160.02,61.23,170.18,Orthodox,31,9,0,1990-06-12
Austin,Lingo,Lights Out,177.8,65.77,177.8,Orthodox,9,1,0,1994-07-10
Lucio,Linhares,,187.96,83.91,,Orthodox,19,8,0,1973-12-08
Philipe,Lins,Monstro,187.96,108.86,198.12,Orthodox,14,5,0,1985-08-17
Ariane,Lipski,Queen of Violence,167.64000000000001,56.7,170.18,Orthodox,14,7,0,1994-01-26
Dean,Lister,The Boogeyman,185.42000000000002,83.91,190.5,Orthodox,13,7,0,1976-02-13
Wesley,Little,,193.04,92.99,,,4,8,0,
Abner,Lloveras,Skullman,180.34,70.31,,,20,9,1,1982-09-04
Brian,Lo-A-Njoe,,170.18,70.31,,Orthodox,6,10,3,
John,Lober,The Machine,180.34,90.26,,Orthodox,5,9,4,1968-02-26
Artem,Lobov,The Russian Hammer,175.26,65.77,165.1,Southpaw,13,15,1,1986-08-11
Dylan,Lockard,,175.26,65.77,182.88,Orthodox,6,2,0,1992-05-19
Sean,Loeffler,The Destroyer,190.5,83.91,,Orthodox,31,5,0,1982-05-23
Christian,Lohsen,Hollywood,187.96,70.31,195.58,Southpaw,4,2,0,1995-01-24
David,Loiseau,The Crow,182.88,83.91,193.04,Orthodox,23,11,0,1979-12-17
Hector,Lombard,,175.26,83.91,180.34,Southpaw,34,10,1,1978-02-02
Michael,Lombardo,The Don,182.88,77.11,182.88,Orthodox,11,2,0,1990-04-03
Rocky,Long,,,65.77,,,21,37,1,1978-02-18
Thomas,Longacre,,175.26,65.77,,Orthodox,6,1,0,
Loma,Lookboonmee,,154.94,52.16,154.94,Orthodox,6,2,0,1996-01-18
Ange,Loosa,The Last Ninja,177.8,77.11,187.96,Orthodox,7,2,0,1993-03-18
Lucas,Lopes,,187.96,83.91,,,29,19,0,1979-10-05
Dileno,Lopes,,165.1,61.23,,,19,3,0,1984-09-26
Diego,Lopes,,180.34,65.77,182.88,Orthodox,19,4,0,1994-12-30
Ivan,Lopez,,167.64000000000001,61.23,,Southpaw,14,3,1,
Steve,Lopez,,180.34,70.31,,Orthodox,13,6,1,1984-07-30
Federico,Lopez,Kiko,162.56,63.05,,Orthodox,10,6,0,
Jorge,Lopez,,177.8,77.11,,Orthodox,11,5,0,1988-11-21
Christopher,Lopez,,177.8,77.11,,,9,1,0,1986-01-30
Matthew,Lopez,,170.18,61.23,175.26,Southpaw,10,4,0,1987-01-21
Benito,Lopez,Golden Boy,177.8,61.23,185.42000000000002,Switch,10,1,0,1994-04-06
Gustavo,Lopez,,165.1,61.23,170.18,Orthodox,12,6,1,1989-06-27
Brendan,Loughnane,,177.8,65.77,177.8,Switch,17,3,0,1989-12-05
Nate,Loughran,,187.96,83.91,,Orthodox,11,2,0,1980-07-28
Rashard,Lovelace,,,70.31,,,4,1,0,
Ian,Loveland,The Barn Owl,172.72,65.77,,Orthodox,18,10,0,1983-09-07
Jakob,Lovstad,The Striking Viking,190.5,92.99,,Orthodox,11,4,0,
Waylon,Lowe,,170.18,65.77,,Southpaw,16,7,0,1980-10-31
Brandon,Lowe,,,70.31,,,2,1,0,
Joe,Lowry,,180.34,70.31,185.42000000000002,Orthodox,9,2,0,1989-12-12
Robert,Lucarelli,,187.96,111.13,,,0,1,0,
Matt,Lucas,Luke Duke,185.42000000000002,92.99,,,15,3,0,
Cleber,Luciano,,167.64000000000001,70.31,,,14,6,0,
Duane,Ludwig,Bang,177.8,77.11,177.8,Orthodox,21,14,0,1978-08-04
Mike,Lullo,,172.72,65.77,,Orthodox,8,3,0,1979-07-24
Dalcha,Lungiambula,Champion,172.72,83.91,193.04,Orthodox,11,3,0,1987-07-31
Alexandru,Lungu,,182.88,174.63,,Orthodox,14,4,0,1974-09-03
Vicente,Luque,The Silent Assassin,180.34,77.11,190.5,Orthodox,21,7,1,1991-11-27
Thaddeus,Luster,,190.5,95.25,,,0,1,0,
Travis,Lutter,The Serial Killer,180.34,83.91,190.5,Orthodox,10,6,0,1973-05-12
Tucker,Lutz,Top Gun,172.72,70.31,182.88,Orthodox,12,1,0,1994-07-12
Lv,Zhenhong,,172.72,65.77,170.18,Switch,16,6,0,1993-06-25
Stevie,Lynch,,177.8,77.11,,Orthodox,5,2,0,
Adam,Lynn,,177.8,70.31,,Orthodox,17,10,0,
Chris,Lytle,Lights Out,180.34,77.11,172.72,Orthodox,31,18,5,1974-08-18
Dong Hyun,Ma,Maestro,180.34,70.31,177.8,Orthodox,16,11,3,1988-09-09
William,Macario,Patolino,180.34,77.11,190.5,Orthodox,9,3,0,1991-07-01
Jason,MacDonald,The Athlete,190.5,83.91,203.2,Orthodox,25,16,0,1975-06-03
Rob,MacDonald,Maximus,190.5,92.99,198.12,Orthodox,5,4,0,1978-09-05
Rory,MacDonald,Red King,182.88,77.11,193.04,Orthodox,19,4,0,1989-07-22
Ryan,MacDonald,Main Event,180.34,61.23,180.34,Switch,10,2,0,1993-03-18
Veronica,Macedo,,162.56,56.7,162.56,Southpaw,6,4,1,1995-10-30
Clayton,MacFarlane,,,77.11,,,4,1,0,
Ilima,Macfarlane,,162.56,56.7,,,6,0,0,
Valesca,Machado,Tina Black,162.56,52.16,160.02,Orthodox,8,3,0,1996-05-06
Lyoto,Machida,The Dragon,185.42000000000002,83.91,187.96,Southpaw,24,8,0,1978-05-30
War,Machine,,180.34,77.11,,Orthodox,14,5,0,1981-11-30
Anthony,Macias,Mad Dog,175.26,83.91,,Switch,26,18,0,
Pauline,Macias,PITA,162.56,52.16,162.56,Southpaw,4,1,0,1988-06-27
Reza,Madadi,Mad Dog,180.34,70.31,185.42000000000002,Orthodox,14,6,0,1978-06-20
Don,Madge,Magic Man,182.88,70.31,182.88,Southpaw,9,3,1,1990-11-12
Ryan,Madigan,,182.88,77.11,,Orthodox,5,3,0,
Jon,Madsen,,182.88,108.86,182.88,Orthodox,8,2,0,1980-02-12
Mark,Madsen,The Olympian,172.72,70.31,182.88,Orthodox,11,0,0,1984-09-23
Yoshiro,Maeda,,170.18,63.05,172.72,Southpaw,35,16,5,1981-10-31
Leonardo,Mafra,Macarrao,177.8,70.31,177.8,Orthodox,13,4,0,1989-04-25
Vinny,Magalhaes,Pezao,190.5,92.99,190.5,Orthodox,14,9,0,1984-07-02
Vinicius,Magalhaes,Draculinho,,65.77,,,2,1,0,1971-07-30
Caio,Magalhaes,Hellboy,185.42000000000002,83.91,185.42000000000002,Orthodox,10,3,0,1987-12-14
Bernardo,Magalhaes,Trekko,175.26,70.31,,Orthodox,13,4,0,1981-04-08
Eric,Magana,,,,,,1,1,0,
Brandon,Magana,,,77.11,,Orthodox,6,2,0,
Angela,Magana,Your Majesty,154.94,52.16,165.1,Orthodox,11,9,0,1983-08-02
Neil,Magny,The Haitian Sensation,190.5,77.11,203.2,Orthodox,25,9,0,1987-08-03
Ibragim,Magomedov,,182.88,113.4,,Orthodox,22,8,1,
Rashid,Magomedov,Highlander,175.26,70.31,177.8,Orthodox,20,2,0,1984-11-29
Ruslan,Magomedov,Leopard,190.5,109.77,198.12,Orthodox,14,1,0,1986-11-26
Abus,Magomedov,,187.96,83.91,,,24,4,1,1990-09-02
Zabit,Magomedsharipov,,185.42000000000002,65.77,185.42000000000002,Orthodox,18,1,0,1991-03-01
John,Maguire,The One,175.26,70.31,175.26,Southpaw,24,9,0,1983-05-19
Lolohea,Mahe,,,,,,10,4,1,
Michelle,Maher,,,65.77,,,1,2,0,
,Maheshate,,,70.31,,,5,1,0,
Bill,Mahood,The Butcher,190.5,90.72,,Orthodox,20,7,1,1967-02-01
Klayton,Mai,,175.26,56.7,,,8,3,0,1986-11-30
Demian,Maia,,185.42000000000002,77.11,182.88,Southpaw,28,11,0,1977-11-06
Jennifer,Maia,,162.56,56.7,162.56,Orthodox,19,7,1,1988-10-06
Levan,Makashvili,The Hornet,172.72,65.77,172.72,Orthodox,15,2,1,1989-01-07
John,Makdessi,The Bull,172.72,70.31,172.72,Orthodox,18,7,0,1985-05-03
Islam,Makhachev,,177.8,70.31,177.8,Southpaw,20,1,0,1991-10-27
Aliev,Makhmud,,167.64000000000001,88.45,,Southpaw,0,1,0,1970-02-13
Zach,Makovsky,Fun Size,162.56,56.7,162.56,Southpaw,20,8,0,1983-04-19
Jeremy,Malaterre,,180.34,70.31,,,4,2,0,
Fabio,Maldonado,Caipira de Aco,185.42000000000002,92.99,190.5,Orthodox,23,11,0,1980-03-17
Marvin,Maldonado,The Bulldog,167.64000000000001,61.23,,,2,4,0,
Bea,Malecki,,175.26,61.23,187.96,Orthodox,4,1,0,1991-08-23
Nazareno,Malegarie,El Tigre,172.72,70.31,,,28,4,0,1986-05-16
Carl,Malenko,,180.34,90.72,,Orthodox,6,4,0,
Jacob,Malkoun,Mamba,175.26,83.91,185.42000000000002,Orthodox,5,1,0,1995-08-26
Mike,Malott,Proper,185.42000000000002,77.11,185.42000000000002,Orthodox,7,1,1,1991-11-07
Troy,Mandaloniz,Rude Boy,175.26,77.11,,Orthodox,3,2,0,1980-02-01
Nate,Maness,Mayhem,177.8,61.23,182.88,Orthodox,14,1,0,1991-06-27
Michael,Mangan,,,70.31,,,0,3,0,
Gary,Mangat,,170.18,61.23,,,15,3,0,
Melvin,Manhoef,No Mercy,175.26,83.91,,Orthodox,30,14,1,1976-05-11
Melchor,Manibusan,Barracuda,165.1,69.85,,Southpaw,2,4,0,1976-12-27
Jon,Manley,,185.42000000000002,77.11,,Orthodox,9,4,0,1986-07-07
Steve,Mann,,185.42000000000002,77.11,,,12,5,0,
Chris,Manuel,,175.26,61.23,,Orthodox,9,7,2,1987-07-21
Jimi,Manuwa,Poster Boy,185.42000000000002,92.99,200.66,Orthodox,17,6,0,1980-02-18
Cristiano,Marcello,,175.26,70.31,182.88,Orthodox,13,6,0,1977-12-03
Jose,Maria,No Chance,165.1,56.7,,Orthodox,37,7,0,1982-01-04
Marcos,Mariano,Dhalsim,185.42000000000002,70.31,193.04,Switch,6,6,0,1986-10-12
Enrique,Marin,Wasabi,177.8,77.11,,,10,4,0,1986-09-02
Ronny,Markes,,185.42000000000002,83.91,190.5,Orthodox,17,5,0,1988-04-21
Rory,Markham,,182.88,77.11,180.34,Orthodox,17,6,0,1982-03-25
Randa,Markos,Quiet Storm,162.56,52.16,160.02,Orthodox,11,12,1,1985-08-10
Christina,Marks,,170.18,56.7,175.26,Orthodox,8,9,0,1985-11-08
Nate,Marquardt,The Great,182.88,83.91,187.96,Orthodox,35,19,2,1979-04-20
Danilo,Marques,,198.12,92.99,195.58,Orthodox,11,3,0,1985-12-26
Julian,Marquez,The Cuban Missile Crisis,187.96,83.91,182.88,Orthodox,9,2,0,1990-05-08
Carmelo,Marrero,The Fury,182.88,92.99,185.42000000000002,Orthodox,16,6,0,1981-01-26
Cesar,Marscucci,,,,,,3,2,0,
John,Marsh,,182.88,120.2,,Orthodox,8,7,0,1970-09-15
CJ,Marsh,,,,,,5,7,0,
Eliot,Marshall,Fire,187.96,92.99,195.58,Orthodox,10,4,0,1980-07-07
Doug,Marshall,The Rhino,177.8,92.99,,Orthodox,18,8,0,1975-09-09
David,Marshall,,187.96,77.11,,,8,4,0,1984-08-24
Jack,Marshman,The Hammer,182.88,83.91,185.42000000000002,Orthodox,23,10,0,1989-12-19
Terry,Martin,,172.72,83.91,180.34,Orthodox,23,11,0,1980-10-10
Eric,Martin,,,,,,0,1,0,
Justin,Martin,,182.88,83.91,,,4,3,0,
Dave,Martin,,182.88,92.99,,,0,2,0,
Joe,Martin,,175.26,77.11,,,6,8,0,
Anthony Rocco,Martin,,182.88,77.11,185.42000000000002,Orthodox,17,6,0,1989-12-11
Mallory,Martin,,162.56,52.16,160.02,Orthodox,7,4,0,1994-01-29
Michal,Martinek,,187.96,104.33,,Southpaw,7,1,0,1990-04-19
Rainy,Martinez,,182.88,90.26,,Orthodox,0,2,0,
Danny,Martinez,The Gremlin,167.64000000000001,56.7,170.18,Orthodox,21,8,0,1985-06-14
Alonzo,Martinez,Zo Diddy,177.8,70.31,,,42,20,1,1984-04-22
Henry,Martinez,Sicario,170.18,70.31,175.26,Southpaw,9,4,0,1983-08-07
Jonathan,Martinez,Dragon,172.72,61.23,177.8,Southpaw,14,4,0,1994-04-20
Poppies,Martinez,The Tachi Kid,175.26,65.77,,,29,11,0,1983-08-19
Andrew,Martinez,Mickey D,175.26,97.52,,,9,6,0,
Mana,Martinez,ManaBoi,177.8,61.23,177.8,Orthodox,9,2,0,1996-03-25
Victor,Martinez,The Brick,172.72,70.31,177.8,Orthodox,13,4,0,1991-07-17
Roque,Martinez,,177.8,113.4,182.88,Orthodox,15,8,2,1986-03-04
Wagner da Conceicao,Martins,Zuluzinho,200.66,176.9,,Orthodox,9,8,0,1978-05-19
Adriano,Martins,,177.8,70.31,182.88,Southpaw,28,9,0,1982-12-16
Lucas,Martins,Mineiro,182.88,65.77,182.88,Southpaw,19,3,0,1988-11-11
Max,Martyniouk,Payne,,70.31,,,1,1,0,
Bristol,Marunde,,185.42000000000002,77.11,190.5,Orthodox,16,10,0,1982-04-20
Shoji,Maruyama,,170.18,63.05,,Orthodox,12,9,1,1983-04-24
Mike,Massenzio,The Master of Disaster,187.96,83.91,185.42000000000002,Southpaw,13,9,0,1982-11-01
Jameel,Massouh,,177.8,65.77,182.88,Orthodox,26,9,0,1984-09-12
Tiffany,Masters,Rainbow Renegade,160.02,52.16,165.1,Orthodox,2,1,0,1994-07-31
Jorge,Masvidal,Gamebred,180.34,77.11,187.96,Orthodox,35,15,0,1984-11-12
Al,Matavao,Sweetness,172.72,92.99,170.18,Orthodox,8,3,0,1994-02-23
Tateki,Matsuda,Tech,170.18,56.7,,Orthodox,13,8,0,1986-02-27
Daijiro,Matsui,,175.26,90.72,,Orthodox,13,29,7,1972-12-05
Koichiro,Matsumoto,,170.18,65.77,,,15,3,1,1986-03-07
Naoki,Matsushita,,167.64000000000001,70.31,,Orthodox,12,16,11,
AJ,Matthews,,180.34,83.91,,,8,7,0,
Jake,Matthews,The Celtic Kid,180.34,77.11,185.42000000000002,Orthodox,17,5,0,1994-08-19
Claudio,Mattos,Popeye,,83.91,,Orthodox,5,4,0,
John,Matua,,187.96,181.44,,Orthodox,1,4,0,
Francesco,Maturi,,,,,,0,1,0,
Vladimir,Matyushenko,The Janitor,182.88,92.99,187.96,Orthodox,27,8,0,1971-01-04
Miranda,Maverick,Fear The,160.02,56.7,165.1,Southpaw,11,3,0,1997-07-01
Nick,Maximov,,182.88,83.91,193.04,Southpaw,7,0,0,1997-12-23
Elaina,Maxwell,Beef,172.72,65.77,,Orthodox,7,4,0,1978-12-16
Jeremy,May,,185.42000000000002,83.91,,,13,10,0,1986-10-23
Jack,May,The Outlaw,203.2,115.67,,Switch,9,3,0,1981-04-14
Don'Tale,Mayes,Lord Kong,198.12,117.93,205.74,Orthodox,8,4,0,1992-01-16
Gray,Maynard,,175.26,70.31,177.8,Orthodox,13,7,1,1979-05-09
Brooke,Mayo,The Bully,170.18,56.7,,,0,1,0,
Gina,Mazany,Danger,167.64000000000001,56.7,172.72,Southpaw,7,5,0,1988-08-19
Sabina,Mazo,Colombian Queen,170.18,56.7,177.8,Orthodox,9,3,0,1997-03-25
Scott,McAfee,,172.72,70.31,,Orthodox,14,7,0,1983-08-23
Bobby,McAndrews,,,,,Orthodox,1,3,0,
Michael,McBride,,185.42000000000002,70.31,,Orthodox,8,3,0,1986-03-09
Ian,McCall,Uncle Creepy,165.1,56.7,162.56,Orthodox,13,5,1,1984-05-07
Molly,McCann,Meatball,162.56,56.7,157.48,Orthodox,11,4,0,1990-05-04
Charles,McCarthy,Chainsaw,177.8,83.91,180.34,Orthodox,10,5,0,1980-08-06
Sean,McCorkle,,200.66,120.2,205.74,Orthodox,17,7,0,1976-07-17
Kris,McCray,Savage,182.88,77.11,193.04,Orthodox,8,5,0,1981-09-24
Tamdan,McCrory,The Barncat,193.04,83.91,193.04,Switch,14,5,0,1986-11-05
Rob,McCullough,Razor,175.26,70.31,175.26,Orthodox,19,8,0,1977-05-26
Justin,McCully,The Insane One,185.42000000000002,102.06,185.42000000000002,Orthodox,11,5,2,1976-02-18
Robert,McDaniel,Bubba,190.5,83.91,190.5,Southpaw,28,10,0,1983-05-03
Michael,McDonald,The Black Sniper,180.34,92.99,,Orthodox,1,1,0,1965-02-06
Scott,McDonald,,,,,,1,0,0,
Michael,McDonald,Mayday,175.26,61.23,177.8,Orthodox,17,4,0,1991-01-15
Josh,McDonald,,,83.91,,,9,5,0,
Miles,McDonald,,170.18,52.16,,,2,1,0,1991-08-13
Justin,McElfresh,,198.12,92.99,,Orthodox,6,4,0,1980-01-04
Drew,McFedries,The Massacre,182.88,83.91,182.88,Southpaw,12,7,0,1978-07-27
Liam,McGeary,,198.12,92.99,,,12,2,0,1982-10-04
Gan,McGee,The Giant,208.28,120.2,,Orthodox,13,5,0,1976-11-20
Court,McGee,The Crusher,180.34,77.11,190.5,Orthodox,21,10,0,1984-12-12
Ryan,McGillivray,The Kid,180.34,77.11,,,12,0,1,1986-09-27
Ryan,McGivern,,182.88,83.91,,Orthodox,13,7,0,1980-01-17
Jack,McGlaughlin,,,,,Orthodox,1,4,0,
Conor,McGregor,The Notorious,175.26,70.31,187.96,Southpaw,22,6,0,1988-07-14
Greg,McIntyre,,177.8,70.31,,Orthodox,6,4,0,1980-04-21
Antonio,McKee,Mandingo,172.72,70.31,,Southpaw,29,6,2,1970-03-12
AJ,McKee,Mercenary,177.8,65.77,,,8,0,0,
Rhys,McKee,Skeletor,187.96,77.11,198.12,Orthodox,10,4,1,1995-09-10
Cory,McKenna,The Hobbit,160.02,52.16,147.32,Orthodox,6,1,0,1999-11-07
Tim,McKenzie,,182.88,83.91,187.96,Orthodox,14,9,0,1982-07-21
Cody,McKenzie,,182.88,70.31,182.88,Switch,16,10,0,1987-12-16
Terrance,McKinney,T. Wrecks,177.8,70.31,185.42000000000002,Switch,11,3,0,1994-09-15
Brian,McLaughlin,,175.26,70.31,,,6,2,0,1984-05-12
Jason,McLean,,165.1,65.77,,,6,7,0,
Garreth,McLellan,Soldier Boy,185.42000000000002,83.91,182.88,Southpaw,13,6,0,1982-09-01
Sara,McMann,,167.64000000000001,61.23,167.64000000000001,Orthodox,12,6,0,1980-09-24
James,McSweeney,The Hammer,193.04,104.33,195.58,Switch,15,15,0,1980-10-24
Charles,McTorry,,,,,,3,0,0,
Daniel,McWilliams,The Animal,185.42000000000002,83.91,,,15,37,0,
Tim,Means,The Dirty Bird,187.96,77.11,190.5,Orthodox,32,12,1,1984-02-20
Yancy,Medeiros,,177.8,70.31,190.5,Orthodox,15,8,0,1987-09-07
Anistavio,Medeiros,Gasparzinho,167.64000000000001,65.77,,Orthodox,19,10,0,1988-05-01
Kaline,Medeiros,The Dark Angel,160.02,52.16,,,8,5,0,
Uros,Medic,The Doctor,185.42000000000002,70.31,180.34,Southpaw,7,1,0,1993-04-25
Todd,Medina,El Tiburon,177.8,87.54,,Southpaw,11,9,0,
Jason,Medina,,175.26,81.65,,,21,15,1,
Emil,Meek,Valhalla,180.34,77.11,187.96,Switch,9,5,1,1988-08-20
Sanford Alton,Meeks,,195.58,120.2,190.5,Orthodox,1,1,0,1994-04-05
Gerald,Meerschaert,GM3,185.42000000000002,83.91,195.58,Southpaw,33,14,0,1987-12-18
Frank,Megallon,,177.8,83.91,,Southpaw,2,3,0,
Derrick,Mehmen,Caveman,193.04,92.99,,,19,9,0,1985-05-30
Miika,Mehmet,,,92.99,,Orthodox,3,5,0,
Jordan,Mein,Young Gun,182.88,77.11,185.42000000000002,Orthodox,31,12,0,1989-10-10
Bryce,Mejia,,185.42000000000002,77.11,,,3,1,0,
Brian,Melancon,,172.72,77.11,,Orthodox,7,3,0,1982-05-28
Brandon,Melendez,The Murderer,180.34,70.31,,Southpaw,25,25,0,1983-03-24
Gilbert,Melendez,El Nino,175.26,65.77,185.42000000000002,Orthodox,22,8,0,1982-04-12
Marcelo,Mello,,170.18,77.11,,Southpaw,1,0,0,
Fabio,Mello,,165.1,70.31,,Southpaw,11,8,0,
Vanessa,Melo,,165.1,61.23,165.1,Orthodox,11,8,0,1988-03-27
Antonio,Mendes,Samurai,190.5,92.99,195.58,Southpaw,18,13,0,1981-04-19
Chad,Mendes,Money,167.64000000000001,65.77,167.64000000000001,Orthodox,18,5,0,1985-05-01
Augusto,Mendes,Tanquinho,167.64000000000001,61.23,165.1,Orthodox,6,2,0,1983-03-03
Eddie,Mendez,,177.8,83.91,,,8,3,1,1984-01-16
Luis,Mendoza,,,70.31,,,0,1,0,
Pietro,Menga,,170.18,56.7,172.72,Southpaw,13,0,0,1988-02-15
Alonzo,Menifield,Atomic,182.88,92.99,193.04,Orthodox,11,2,0,1987-10-18
Ivan,Menjivar,The Pride of El Salvador,167.64000000000001,65.77,162.56,Orthodox,25,12,0,1982-05-30
Dave,Menne,The Warrior,177.8,77.11,,Orthodox,45,17,2,1974-07-29
Steve,Mensing,The Machine,180.34,83.91,,Orthodox,9,13,2,1977-12-06
Buck,Meredith,,187.96,83.91,,,3,3,0,1982-05-17
Adam,Meredith,,187.96,77.11,,,5,3,0,
Joe,Merritt,,182.88,77.11,,Orthodox,7,2,0,1984-03-07
Jeremiah,Metcalf,,185.42000000000002,83.91,,Orthodox,13,7,0,
Jonathan,Meunier,District,190.5,77.11,,Switch,8,1,0,1987-08-04
Yaotzin,Meza,,175.26,65.77,180.34,Orthodox,21,11,0,1981-02-04
Guy,Mezger,,185.42000000000002,90.72,,Orthodox,30,14,2,1968-01-01
Brandon,Michaels,,175.26,83.91,,,4,14,0,
Andreas,Michailidis,The Spartan,182.88,83.91,193.04,Orthodox,13,4,0,1988-07-18
David,Michaud,BullDawg,175.26,70.31,,Orthodox,11,3,0,1988-11-10
Chris,Mickle,,175.26,65.77,,Orthodox,30,21,2,1983-07-10
Zachary,Micklewright,,182.88,70.31,187.96,Southpaw,15,3,0,1976-08-21
Kristof,Midoux,The Hurricane,185.42000000000002,99.79,,Orthodox,6,10,0,1974-07-30
